Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2020-02-18,1886.3211669921875,1890.7906180253406,1861.0368855731908,1872.8702061238575,2486223
2020-02-19,1869.8062744140625,1898.4532549673474,1864.8259439488677,1886.3218832708073,1760463
2020-02-20,1836.136474609375,1885.1726344655751,1831.4115827054081,1876.7446061936419,2317278
2020-02-24,1800.848876953125,1854.992975797518,1793.4847973149003,1835.4551253774898,3092877
2020-02-25,1835.58251953125,1853.0346649546675,1797.1453165285072,1800.976275279989,2674567
2020-02-26,1807.872314453125,1842.1805164789253,1798.8055862140268,1833.7524892892445,2686842
2020-02-27,1792.463134765625,1804.7647281043803,1776.0325358467978,1804.7647281043803,2349001
2020-02-28,1702.7763671875,1761.8156882641067,1694.13540451586,1760.5387017782907,4298076
2020-03-02,1703.7552490234375,1748.5773872786488,1690.47450769598,1732.4448344429431,2667076
2020-03-03,1733.4661865234375,1753.7277427902557,1712.8641837349487,1719.6747769108333,2757585
